object,regime,policy,budget,E_osb
obj_10_pumpkin3,100,mode_aware,0.6,0.017563395425838697
obj_10_pumpkin3,100,mode_aware,0.8,0.017563395425838697
obj_10_pumpkin3,100,random,0.1,1.1701857343129922
obj_10_pumpkin3,100,random,0.2,1.232430213539663
obj_10_pumpkin3,100,random,0.4,1.3083122525306485
obj_10_pumpkin3,100,random,0.6,1.5330371459218737
obj_10_pumpkin3,100,random,0.8,1.4621616121790146
obj_10_pumpkin3,100,random_0,0.1,1.2208861913839941
obj_10_pumpkin3,100,random_0,0.2,1.2063011686328453
obj_10_pumpkin3,100,random_0,0.4,1.3607935446738273
obj_10_pumpkin3,100,random_0,0.6,1.557324559645285
obj_10_pumpkin3,100,random_0,0.8,2.096788623967402
obj_10_pumpkin3,100,random_1,0.1,1.2645989344757054
obj_10_pumpkin3,100,random_1,0.2,1.2698236672403624
obj_10_pumpkin3,100,random_1,0.4,1.2418324101489708
obj_10_pumpkin3,100,random_1,0.6,1.4768284942262795
obj_10_pumpkin3,100,random_1,0.8,1.4621989661170334
obj_10_pumpkin3,100,random_2,0.1,1.22601738171193
obj_10_pumpkin3,100,random_2,0.2,1.473136778440331
obj_10_pumpkin3,100,random_2,0.4,1.4697932075394504
obj_10_pumpkin3,100,random_2,0.6,1.4058228692931802
obj_10_pumpkin3,100,random_2,0.8,0.7247772266067702
obj_10_pumpkin3,100,random_3,0.1,1.1174256174081465
obj_10_pumpkin3,100,random_3,0.2,1.1946034749205088
obj_10_pumpkin3,100,random_3,0.4,1.5540275488885167
obj_10_pumpkin3,100,random_3,0.6,1.930811640478261
obj_10_pumpkin3,100,random_3,0.8,1.930712478417953
obj_10_pumpkin3,100,random_4,0.1,1.0220005465851842
obj_10_pumpkin3,100,random_4,0.2,1.0182859784642677
obj_10_pumpkin3,100,random_4,0.4,0.9151145514024778
obj_10_pumpkin3,100,random_4,0.6,1.2943981659663626
obj_10_pumpkin3,100,random_4,0.8,1.0963307657859158
obj_11_pine,10,a_opt,0.1,0.3813136360279603
obj_11_pine,10,a_opt,0.2,0.20320051985710919
obj_11_pine,10,a_opt,0.4,0.032680283219192356
obj_11_pine,10,a_opt,0.6,0.032680283219192356
obj_11_pine,10,a_opt,0.8,0.032680283219192356
obj_11_pine,10,d_opt,0.1,0.34654452494319954
obj_11_pine,10,d_opt,0.2,0.2620196857008533
obj_11_pine,10,d_opt,0.4,0.032680283219192356
obj_11_pine,10,d_opt,0.6,0.032680283219192356
obj_11_pine,10,d_opt,0.8,0.032680283219192356
obj_11_pine,10,e_opt,0.1,0.3831729526367391
obj_11_pine,10,e_opt,0.2,0.20229659377984133
obj_11_pine,10,e_opt,0.4,0.032680283219192356
obj_11_pine,10,e_opt,0.6,0.032680283219192356
obj_11_pine,10,e_opt,0.8,0.032680283219192356
obj_11_pine,10,mode_aware,0.1,0.39444507350851793
obj_11_pine,10,mode_aware,0.2,0.33371372208808864
obj_11_pine,10,mode_aware,0.4,0.032680283219192356
obj_11_pine,10,mode_aware,0.6,0.032680283219192356
obj_11_pine,10,mode_aware,0.8,0.032680283219192356
obj_11_pine,10,random,0.1,0.22198189814833036
obj_11_pine,10,random,0.2,0.23152236603477797
obj_11_pine,10,random,0.4,0.23844869768816546
obj_11_pine,10,random,0.6,0.23344420846855973
obj_11_pine,10,random,0.8,0.1613450614674141
obj_11_pine,10,random_0,0.1,0.204655376507521
obj_11_pine,10,random_0,0.2,0.21415181674885597
obj_11_pine,10,random_0,0.4,0.21718143620601363
obj_11_pine,10,random_0,0.6,0.1528965800235746
obj_11_pine,10,random_0,0.8,0.10751293875977226
obj_11_pine,10,random_1,0.1,0.21678264888956078
obj_11_pine,10,random_1,0.2,0.2070406868907495
obj_11_pine,10,random_1,0.4,0.2266977900223622
obj_11_pine,10,random_1,0.6,0.2443881373794077
obj_11_pine,10,random_1,0.8,0.19507872181531793
obj_11_pine,10,random_2,0.1,0.23755069946109744
obj_11_pine,10,random_2,0.2,0.23366852488914014
obj_11_pine,10,random_2,0.4,0.23477991689113842
obj_11_pine,10,random_2,0.6,0.27028295277987713
obj_11_pine,10,random_2,0.8,0.1595973940512548
obj_11_pine,10,random_3,0.1,0.22419547937665452
obj_11_pine,10,random_3,0.2,0.24768651340803038
obj_11_pine,10,random_3,0.4,0.24571828441161267
obj_11_pine,10,random_3,0.6,0.2651085301671858
obj_11_pine,10,random_3,0.8,0.20019393333195676
obj_11_pine,10,random_4,0.1,0.22672528650681814
obj_11_pine,10,random_4,0.2,0.25506428823711386
obj_11_pine,10,random_4,0.4,0.2678660609097004
obj_11_pine,10,random_4,0.6,0.23454484199275347
obj_11_pine,10,random_4,0.8,0.14434231937876876
obj_11_pine,100,a_opt,0.1,0.4830145787437365
obj_11_pine,100,a_opt,0.2,0.2439651636898125
obj_11_pine,100,a_opt,0.4,0.0031648929530316626
obj_11_pine,100,a_opt,0.6,0.0031648929530316626
obj_11_pine,100,a_opt,0.8,0.0031648929530316626
obj_11_pine,100,d_opt,0.1,0.39183228274768456
obj_11_pine,100,d_opt,0.2,0.2749306817952047
obj_11_pine,100,d_opt,0.4,0.0031648929530316626
obj_11_pine,100,d_opt,0.6,0.0031648929530316626
obj_11_pine,100,d_opt,0.8,0.0031648929530316626
obj_11_pine,100,e_opt,0.1,0.4551885219436122
obj_11_pine,100,e_opt,0.2,0.24045094054041113
obj_11_pine,100,e_opt,0.4,0.0031648929530316626
obj_11_pine,100,e_opt,0.6,0.0031648929530316626
obj_11_pine,100,e_opt,0.8,0.0031648929530316626
obj_11_pine,100,mode_aware,0.1,0.37500026134469794
obj_11_pine,100,mode_aware,0.2,0.40550296963243787
obj_11_pine,100,mode_aware,0.4,0.0031648929530316626
obj_11_pine,100,mode_aware,0.6,0.0031648929530316626
obj_11_pine,100,mode_aware,0.8,0.0031648929530316626
obj_11_pine,100,random,0.1,0.23591638967315057
obj_11_pine,100,random,0.2,0.23408331284512127
obj_11_pine,100,random,0.4,0.24048669965995648
obj_11_pine,100,random,0.6,0.22773365648468769
obj_11_pine,100,random,0.8,0.19002354005497882
obj_11_pine,100,random_0,0.1,0.22937709552341698
obj_11_pine,100,random_0,0.2,0.22881907829725545
obj_11_pine,100,random_0,0.4,0.2136128915053542
obj_11_pine,100,random_0,0.6,0.23380497104383616
obj_11_pine,100,random_0,0.8,0.18988623632753643
obj_11_pine,100,random_1,0.1,0.24125214495084923
obj_11_pine,100,random_1,0.2,0.24611213355851513
obj_11_pine,100,random_1,0.4,0.2956327278552681
obj_11_pine,100,random_1,0.6,0.27059982426093143
obj_11_pine,100,random_1,0.8,0.18873507438583792
obj_11_pine,100,random_2,0.1,0.22707889390654748
obj_11_pine,100,random_2,0.2,0.20519319771499087
obj_11_pine,100,random_2,0.4,0.2357996918071996
obj_11_pine,100,random_2,0.6,0.2332119040545542
obj_11_pine,100,random_2,0.8,0.26607389018367766
obj_11_pine,100,random_3,0.1,0.2226223344541681
obj_11_pine,100,random_3,0.2,0.23101208006995688
obj_11_pine,100,random_3,0.4,0.19105813718150644
obj_11_pine,100,random_3,0.6,0.13647636548230713
obj_11_pine,100,random_3,0.8,0.05684111326531802
obj_11_pine,100,random_4,0.1,0.25925147953077105
obj_11_pine,100,random_4,0.2,0.259280074584888
obj_11_pine,100,random_4,0.4,0.2663300499504542
obj_11_pine,100,random_4,0.6,0.2645752175818097
obj_11_pine,100,random_4,0.8,0.24858138611252398
obj_13_mushroom,10,a_opt,0.1,1.0298933236454821
obj_13_mushroom,10,a_opt,0.2,0.5828011940678616
obj_13_mushroom,10,a_opt,0.4,0.14071697094396532
obj_13_mushroom,10,a_opt,0.6,0.14071697094396532
obj_13_mushroom,10,a_opt,0.8,0.14071697094396532
obj_13_mushroom,10,d_opt,0.1,0.8049613132178237
obj_13_mushroom,10,d_opt,0.2,0.5641335412251692
obj_13_mushroom,10,d_opt,0.4,0.14071697094396532
obj_13_mushroom,10,d_opt,0.6,0.14071697094396532
obj_13_mushroom,10,d_opt,0.8,0.14071697094396532
obj_13_mushroom,10,e_opt,0.1,1.0560827683829206
obj_13_mushroom,10,e_opt,0.2,0.5828011940678616
obj_13_mushroom,10,e_opt,0.4,0.14071697094396532
obj_13_mushroom,10,e_opt,0.6,0.14071697094396532
obj_13_mushroom,10,e_opt,0.8,0.14071697094396532
obj_13_mushroom,10,mode_aware,0.1,1.0445951579219315
obj_13_mushroom,10,mode_aware,0.2,0.6074991600954339
obj_13_mushroom,10,mode_aware,0.4,0.14071697094396532
obj_13_mushroom,10,mode_aware,0.6,0.14071697094396532
obj_13_mushroom,10,mode_aware,0.8,0.14071697094396532
obj_13_mushroom,10,random,0.1,0.7265372858335005
obj_13_mushroom,10,random,0.2,0.7370496386779329
obj_13_mushroom,10,random,0.4,0.8340498951184564
obj_13_mushroom,10,random,0.6,0.9324324842736388
obj_13_mushroom,10,random,0.8,0.7190870471405777
obj_13_mushroom,10,random_0,0.1,0.8339992734997167
obj_13_mushroom,10,random_0,0.2,0.8423196913721571
obj_13_mushroom,10,random_0,0.4,0.7539227250458523
obj_13_mushroom,10,random_0,0.6,0.8745317552221518
obj_13_mushroom,10,random_0,0.8,0.6639402646681313
obj_13_mushroom,10,random_1,0.1,0.7211711494852463
obj_13_mushroom,10,random_1,0.2,0.7696071786054329
obj_13_mushroom,10,random_1,0.4,0.8586354767908365
obj_13_mushroom,10,random_1,0.6,0.6895613776861863
obj_13_mushroom,10,random_1,0.8,0.6896940803923567
obj_13_mushroom,10,random_2,0.1,0.741819227710064
obj_13_mushroom,10,random_2,0.2,0.6885821959503632
obj_13_mushroom,10,random_2,0.4,0.8476211458822829
obj_13_mushroom,10,random_2,0.6,0.9768111715372
obj_13_mushroom,10,random_2,0.8,0.8530981197088249
obj_13_mushroom,10,random_3,0.1,0.6887554788378965
obj_13_mushroom,10,random_3,0.2,0.7080963791070037
obj_13_mushroom,10,random_3,0.4,0.9445331994165936
obj_13_mushroom,10,random_3,0.6,1.2169298900868342
obj_13_mushroom,10,random_3,0.8,0.6962027687531246
obj_13_mushroom,10,random_4,0.1,0.646941299634579
obj_13_mushroom,10,random_4,0.2,0.6766427483547076
obj_13_mushroom,10,random_4,0.4,0.7655369284567168
obj_13_mushroom,10,random_4,0.6,0.9043282268358217
obj_13_mushroom,10,random_4,0.8,0.6925000021804509
obj_13_mushroom,100,a_opt,0.1,0.9953428169865625
obj_13_mushroom,100,a_opt,0.2,0.713407066472502
obj_13_mushroom,100,a_opt,0.4,0.012093038708193067
obj_13_mushroom,100,a_opt,0.6,0.012093038708193067
obj_13_mushroom,100,a_opt,0.8,0.012093038708193067
obj_13_mushroom,100,d_opt,0.1,1.0610924330519034
obj_13_mushroom,100,d_opt,0.2,0.6914704019453691
obj_13_mushroom,100,d_opt,0.4,0.012093038708193067
obj_13_mushroom,100,d_opt,0.6,0.012093038708193067
obj_13_mushroom,100,d_opt,0.8,0.012093038708193067
obj_13_mushroom,100,e_opt,0.1,0.9953428169865625
obj_13_mushroom,100,e_opt,0.2,0.713407066472502
obj_13_mushroom,100,e_opt,0.4,0.012093038708193067
obj_13_mushroom,100,e_opt,0.6,0.012093038708193067
obj_13_mushroom,100,e_opt,0.8,0.012093038708193067
obj_13_mushroom,100,mode_aware,0.1,1.2378916207790278
obj_13_mushroom,100,mode_aware,0.2,0.7410649416627405
obj_13_mushroom,100,mode_aware,0.4,0.012093038708193067
obj_13_mushroom,100,mode_aware,0.6,0.012093038708193067
obj_13_mushroom,100,mode_aware,0.8,0.012093038708193067
obj_13_mushroom,100,random,0.1,0.7471391555068697
obj_13_mushroom,100,random,0.2,0.7952353414170498
obj_13_mushroom,100,random,0.4,0.9139935035016558
obj_13_mushroom,100,random,0.6,0.9742033167198866
obj_13_mushroom,100,random,0.8,0.8591707582384697
obj_13_mushroom,100,random_0,0.1,0.9197935733785035
obj_13_mushroom,100,random_0,0.2,0.9798037028443751
obj_13_mushroom,100,random_0,0.4,1.1361660385883614
obj_13_mushroom,100,random_0,0.6,1.1371383583534895
obj_13_mushroom,100,random_0,0.8,0.7155956424710936
obj_13_mushroom,100,random_1,0.1,0.674548485185686
obj_13_mushroom,100,random_1,0.2,0.7415956952095916
obj_13_mushroom,100,random_1,0.4,0.7481056329820442
obj_13_mushroom,100,random_1,0.6,0.7230694363940083
obj_13_mushroom,100,random_1,0.8,0.8515926937024828
obj_13_mushroom,100,random_2,0.1,0.7026228320230751
obj_13_mushroom,100,random_2,0.2,0.6917672295820557
obj_13_mushroom,100,random_2,0.4,0.8707379867804924
obj_13_mushroom,100,random_2,0.6,1.050747344747869
obj_13_mushroom,100,random_2,0.8,0.6531526132289955
obj_13_mushroom,100,random_3,0.1,0.6660211679156066
obj_13_mushroom,100,random_3,0.2,0.7263523292817203
obj_13_mushroom,100,random_3,0.4,0.838180598917848
obj_13_mushroom,100,random_3,0.6,0.9486730264972237
obj_13_mushroom,100,random_3,0.8,0.9352193312655027
obj_13_mushroom,100,random_4,0.1,0.7727097190314772
obj_13_mushroom,100,random_4,0.2,0.836657750167506
obj_13_mushroom,100,random_4,0.4,0.9767772602395329
obj_13_mushroom,100,random_4,0.6,1.0113884176068424
obj_13_mushroom,100,random_4,0.8,1.1402935105242737
obj_16_friends_cup,10,a_opt,0.1,2.879745153439812
obj_16_friends_cup,10,a_opt,0.2,0.6091614115747722
obj_16_friends_cup,10,a_opt,0.4,0.32349059676425373
obj_16_friends_cup,10,a_opt,0.6,0.32349059676425373
obj_16_friends_cup,10,a_opt,0.8,0.32349059676425373
obj_16_friends_cup,10,d_opt,0.1,2.8463349952920165
obj_16_friends_cup,10,d_opt,0.2,0.6724127177269946
obj_16_friends_cup,10,d_opt,0.4,0.32349059676425373
obj_16_friends_cup,10,d_opt,0.6,0.32349059676425373
obj_16_friends_cup,10,d_opt,0.8,0.32349059676425373
obj_16_friends_cup,10,e_opt,0.1,2.6371245344580996
obj_16_friends_cup,10,e_opt,0.2,0.6091614115747722
obj_16_friends_cup,10,e_opt,0.4,0.32349059676425373
obj_16_friends_cup,10,e_opt,0.6,0.32349059676425373
obj_16_friends_cup,10,e_opt,0.8,0.32349059676425373
obj_16_friends_cup,10,mode_aware,0.1,2.470427838804502
obj_16_friends_cup,10,mode_aware,0.2,2.121086791039645
obj_16_friends_cup,10,mode_aware,0.4,0.32349059676425373
obj_16_friends_cup,10,mode_aware,0.6,0.32349059676425373
obj_16_friends_cup,10,mode_aware,0.8,0.32349059676425373
obj_16_friends_cup,10,random,0.1,1.2799478868665244
obj_16_friends_cup,10,random,0.2,1.3669504262627776
obj_16_friends_cup,10,random,0.4,1.4633350634488156
obj_16_friends_cup,10,random,0.6,1.743314515268224
obj_16_friends_cup,10,random,0.8,1.3443661117395946
obj_16_friends_cup,10,random_0,0.1,1.2849207818157637
obj_16_friends_cup,10,random_0,0.2,1.3106037201361866
obj_16_friends_cup,10,random_0,0.4,1.5324350258648953
obj_16_friends_cup,10,random_0,0.6,1.6895820779688766
obj_16_friends_cup,10,random_0,0.8,1.10967089011234
obj_16_friends_cup,10,random_1,0.1,1.1675117363932555
obj_16_friends_cup,10,random_1,0.2,1.1904167701797659
obj_16_friends_cup,10,random_1,0.4,1.3004212969861066
obj_16_friends_cup,10,random_1,0.6,2.0586728473961866
obj_16_friends_cup,10,random_1,0.8,2.1551561755862885
obj_16_friends_cup,10,random_2,0.1,1.304021941713886
obj_16_friends_cup,10,random_2,0.2,1.2401699239715829
obj_16_friends_cup,10,random_2,0.4,1.2185446427149633
obj_16_friends_cup,10,random_2,0.6,1.3965436476917794
obj_16_friends_cup,10,random_2,0.8,0.8305731081717829
obj_16_friends_cup,10,random_3,0.1,1.4696481885763033
obj_16_friends_cup,10,random_3,0.2,1.4876414297706682
obj_16_friends_cup,10,random_3,0.4,1.664993122244569
obj_16_friends_cup,10,random_3,0.6,1.9354335168154597
obj_16_friends_cup,10,random_3,0.8,1.3539673882679377
obj_16_friends_cup,10,random_4,0.1,1.173636785833413
obj_16_friends_cup,10,random_4,0.2,1.6059202872556846
obj_16_friends_cup,10,random_4,0.4,1.6002812294335438
obj_16_friends_cup,10,random_4,0.6,1.636340486468818
obj_16_friends_cup,10,random_4,0.8,1.2724629965596241
obj_16_friends_cup,100,a_opt,0.1,3.638170281865191
obj_16_friends_cup,100,a_opt,0.2,0.6818981736533744
obj_16_friends_cup,100,a_opt,0.4,0.02882505245140023
obj_16_friends_cup,100,a_opt,0.6,0.02882505245140023
obj_16_friends_cup,100,a_opt,0.8,0.02882505245140023
obj_16_friends_cup,100,d_opt,0.1,3.4884706889816166
obj_16_friends_cup,100,d_opt,0.2,0.7613951700649652
obj_16_friends_cup,100,d_opt,0.4,0.02882505245140023
obj_16_friends_cup,100,d_opt,0.6,0.02882505245140023
obj_16_friends_cup,100,d_opt,0.8,0.02882505245140023
obj_16_friends_cup,100,e_opt,0.1,3.650391163307576
obj_16_friends_cup,100,e_opt,0.2,0.681783100873638
obj_16_friends_cup,100,e_opt,0.4,0.02882505245140023
obj_16_friends_cup,100,e_opt,0.6,0.02882505245140023
obj_16_friends_cup,100,e_opt,0.8,0.02882505245140023
obj_16_friends_cup,100,mode_aware,0.1,2.9181299741497937
obj_16_friends_cup,100,mode_aware,0.2,2.6950480919474535
obj_16_friends_cup,100,mode_aware,0.4,0.02882505245140023
obj_16_friends_cup,100,mode_aware,0.6,0.02882505245140023
obj_16_friends_cup,100,mode_aware,0.8,0.02882505245140023
obj_16_friends_cup,100,random,0.1,1.4477179098875574
obj_16_friends_cup,100,random,0.2,1.5757896807941274
obj_16_friends_cup,100,random,0.4,1.8580999822187851
obj_16_friends_cup,100,random,0.6,1.6910191656459037
obj_16_friends_cup,100,random,0.8,1.0154786546749328
obj_16_friends_cup,100,random_0,0.1,1.5715563234712795
obj_16_friends_cup,100,random_0,0.2,1.6212323392040908
obj_16_friends_cup,100,random_0,0.4,1.516119592663763
obj_16_friends_cup,100,random_0,0.6,1.536458921672411
obj_16_friends_cup,100,random_0,0.8,1.7334728725345743
obj_16_friends_cup,100,random_1,0.1,1.51239837302539
obj_16_friends_cup,100,random_1,0.2,1.6446504954507404
obj_16_friends_cup,100,random_1,0.4,2.1150058620840824
obj_16_friends_cup,100,random_1,0.6,1.4869906030417648
obj_16_friends_cup,100,random_1,0.8,1.0803620791992994
obj_16_friends_cup,100,random_2,0.1,1.640990031759129
obj_16_friends_cup,100,random_2,0.2,2.0638299814619114
obj_16_friends_cup,100,random_2,0.4,2.562880831643198
obj_16_friends_cup,100,random_2,0.6,2.2206566588940424
obj_16_friends_cup,100,random_2,0.8,0.9396448448016957
obj_16_friends_cup,100,random_3,0.1,1.1889538051344246
obj_16_friends_cup,100,random_3,0.2,1.275509524775595
obj_16_friends_cup,100,random_3,0.4,1.3771238649747943
obj_16_friends_cup,100,random_3,0.6,1.7477520751285012
obj_16_friends_cup,100,random_3,0.8,0.47429708520932384
obj_16_friends_cup,100,random_4,0.1,1.3246910160475642
obj_16_friends_cup,100,random_4,0.2,1.2737260630782992
obj_16_friends_cup,100,random_4,0.4,1.7193697597280886
obj_16_friends_cup,100,random_4,0.6,1.4632375694928
obj_16_friends_cup,100,random_4,0.8,0.8496163916297705
obj_17_pumpkin5,10,a_opt,0.1,0.44938183748600585
obj_17_pumpkin5,10,a_opt,0.2,0.16187040117533488
obj_17_pumpkin5,10,a_opt,0.4,0.045719954418184966
obj_17_pumpkin5,10,a_opt,0.6,0.045719954418184966
obj_17_pumpkin5,10,a_opt,0.8,0.045719954418184966
obj_17_pumpkin5,10,d_opt,0.1,0.4835561142340706
obj_17_pumpkin5,10,d_opt,0.2,0.19011583293296386
obj_17_pumpkin5,10,d_opt,0.4,0.045719954418184966
obj_17_pumpkin5,10,d_opt,0.6,0.045719954418184966
obj_17_pumpkin5,10,d_opt,0.8,0.045719954418184966
obj_17_pumpkin5,10,e_opt,0.1,0.40553104968951886
obj_17_pumpkin5,10,e_opt,0.2,0.16172605950077823
obj_17_pumpkin5,10,e_opt,0.4,0.045719954418184966
obj_17_pumpkin5,10,e_opt,0.6,0.045719954418184966
obj_17_pumpkin5,10,e_opt,0.8,0.045719954418184966
obj_17_pumpkin5,10,mode_aware,0.1,0.4766519990168812
obj_17_pumpkin5,10,mode_aware,0.2,0.5831714787763953
obj_17_pumpkin5,10,mode_aware,0.4,0.045719954418184966
obj_17_pumpkin5,10,mode_aware,0.6,0.045719954418184966
obj_17_pumpkin5,10,mode_aware,0.8,0.045719954418184966
obj_17_pumpkin5,10,random,0.1,0.19563098477985932
obj_17_pumpkin5,10,random,0.2,0.2091360003471335
obj_17_pumpkin5,10,random,0.4,0.26595762269819057
obj_17_pumpkin5,10,random,0.6,0.2995254512630013
obj_17_pumpkin5,10,random,0.8,0.25091487009911406
obj_17_pumpkin5,10,random_0,0.1,0.19218766269830442
obj_17_pumpkin5,10,random_0,0.2,0.19860278692994862
obj_17_pumpkin5,10,random_0,0.4,0.2994184628902015
obj_17_pumpkin5,10,random_0,0.6,0.34777754469036243
obj_17_pumpkin5,10,random_0,0.8,0.21900414065090432
obj_17_pumpkin5,10,random_1,0.1,0.17895310172529663
obj_17_pumpkin5,10,random_1,0.2,0.19435937352598787
obj_17_pumpkin5,10,random_1,0.4,0.2167924492713407
obj_17_pumpkin5,10,random_1,0.6,0.203690126757284
obj_17_pumpkin5,10,random_1,0.8,0.22295837591274714
obj_17_pumpkin5,10,random_2,0.1,0.20006148290714712
obj_17_pumpkin5,10,random_2,0.2,0.22441409860227082
obj_17_pumpkin5,10,random_2,0.4,0.3109393072246335
obj_17_pumpkin5,10,random_2,0.6,0.36755935594251854
obj_17_pumpkin5,10,random_2,0.8,0.20375142505067312
obj_17_pumpkin5,10,random_3,0.1,0.20648586625101173
obj_17_pumpkin5,10,random_3,0.2,0.2288498698224534
obj_17_pumpkin5,10,random_3,0.4,0.26119658148811076
obj_17_pumpkin5,10,random_3,0.6,0.23948224275618282
obj_17_pumpkin5,10,random_3,0.8,0.26798197173502497
obj_17_pumpkin5,10,random_4,0.1,0.20046681031753666
obj_17_pumpkin5,10,random_4,0.2,0.1994538728550069
obj_17_pumpkin5,10,random_4,0.4,0.24144131261666635
obj_17_pumpkin5,10,random_4,0.6,0.3391179861686587
obj_17_pumpkin5,10,random_4,0.8,0.34087843714622085
obj_17_pumpkin5,100,a_opt,0.1,0.5702686758824602
obj_17_pumpkin5,100,a_opt,0.2,0.2181565120020653
obj_17_pumpkin5,100,a_opt,0.4,0.004643610219510777
obj_17_pumpkin5,100,a_opt,0.6,0.004643610219510777
obj_17_pumpkin5,100,a_opt,0.8,0.004643610219510777
obj_17_pumpkin5,100,d_opt,0.1,0.5747735817941905
obj_17_pumpkin5,100,d_opt,0.2,0.47358159349405327
obj_17_pumpkin5,100,d_opt,0.4,0.004643610219510777
obj_17_pumpkin5,100,d_opt,0.6,0.004643610219510777
obj_17_pumpkin5,100,d_opt,0.8,0.004643610219510777
obj_17_pumpkin5,100,e_opt,0.1,0.5485797530821537
obj_17_pumpkin5,100,e_opt,0.2,0.22491653145420545
obj_17_pumpkin5,100,e_opt,0.4,0.004643610219510777
obj_17_pumpkin5,100,e_opt,0.6,0.004643610219510777
obj_17_pumpkin5,100,e_opt,0.8,0.004643610219510777
obj_17_pumpkin5,100,mode_aware,0.1,0.603000886091333
obj_17_pumpkin5,100,mode_aware,0.2,0.6842485621130932
obj_17_pumpkin5,100,mode_aware,0.4,0.004643610219510777
obj_17_pumpkin5,100,mode_aware,0.6,0.004643610219510777
obj_17_pumpkin5,100,mode_aware,0.8,0.004643610219510777
obj_17_pumpkin5,100,random,0.1,0.19456301214755106
obj_17_pumpkin5,100,random,0.2,0.22003882512566708
obj_17_pumpkin5,100,random,0.4,0.2881202613253382
obj_17_pumpkin5,100,random,0.6,0.36286577800882996
obj_17_pumpkin5,100,random,0.8,0.34890856978182894
obj_17_pumpkin5,100,random_0,0.1,0.1944691708224401
obj_17_pumpkin5,100,random_0,0.2,0.21299972930217081
obj_17_pumpkin5,100,random_0,0.4,0.28666562371472243
obj_17_pumpkin5,100,random_0,0.6,0.3454992848411123
obj_17_pumpkin5,100,random_0,0.8,0.2950967823316114
obj_17_pumpkin5,100,random_1,0.1,0.18972450989743575
obj_17_pumpkin5,100,random_1,0.2,0.2083054077591461
obj_17_pumpkin5,100,random_1,0.4,0.23576410005460147
obj_17_pumpkin5,100,random_1,0.6,0.428925322741956
obj_17_pumpkin5,100,random_1,0.8,0.4849387620365586
obj_17_pumpkin5,100,random_2,0.1,0.18056949501694594
obj_17_pumpkin5,100,random_2,0.2,0.26621108088783696
obj_17_pumpkin5,100,random_2,0.4,0.35476823732408236
obj_17_pumpkin5,100,random_2,0.6,0.3480479155614806
obj_17_pumpkin5,100,random_2,0.8,0.4717376532890482
obj_17_pumpkin5,100,random_3,0.1,0.2272717562946026
obj_17_pumpkin5,100,random_3,0.2,0.25027078212476433
obj_17_pumpkin5,100,random_3,0.4,0.32706308218359936
obj_17_pumpkin5,100,random_3,0.6,0.4610435209895681
obj_17_pumpkin5,100,random_3,0.8,0.19489122409422385
obj_17_pumpkin5,100,random_4,0.1,0.18078012870633087
obj_17_pumpkin5,100,random_4,0.2,0.16240712555441725
obj_17_pumpkin5,100,random_4,0.4,0.23634026334968541
obj_17_pumpkin5,100,random_4,0.6,0.230812845910033
obj_17_pumpkin5,100,random_4,0.8,0.29787842715770296
obj_18_fabric_hat,10,a_opt,0.1,0.17646547513147323
obj_18_fabric_hat,10,a_opt,0.2,0.14987829315851084
obj_18_fabric_hat,10,a_opt,0.4,0.02291157595438088
obj_18_fabric_hat,10,a_opt,0.6,0.02291157595438088
obj_18_fabric_hat,10,a_opt,0.8,0.02291157595438088
obj_18_fabric_hat,10,d_opt,0.1,0.1759375962113461
obj_18_fabric_hat,10,d_opt,0.2,0.1355643873448311
obj_18_fabric_hat,10,d_opt,0.4,0.02291157595438088
obj_18_fabric_hat,10,d_opt,0.6,0.02291157595438088
obj_18_fabric_hat,10,d_opt,0.8,0.02291157595438088
obj_18_fabric_hat,10,e_opt,0.1,0.17646547513147323
obj_18_fabric_hat,10,e_opt,0.2,0.1499477231412644
obj_18_fabric_hat,10,e_opt,0.4,0.02291157595438088
obj_18_fabric_hat,10,e_opt,0.6,0.02291157595438088
obj_18_fabric_hat,10,e_opt,0.8,0.02291157595438088
obj_18_fabric_hat,10,mode_aware,0.1,0.17834375333788435
obj_18_fabric_hat,10,mode_aware,0.2,0.13855153020961156
obj_18_fabric_hat,10,mode_aware,0.4,0.02291157595438088
obj_18_fabric_hat,10,mode_aware,0.6,0.02291157595438088
obj_18_fabric_hat,10,mode_aware,0.8,0.02291157595438088
obj_18_fabric_hat,10,random,0.1,0.08559244245366587
obj_18_fabric_hat,10,random,0.2,0.09633151697302869
obj_18_fabric_hat,10,random,0.4,0.11158497632535716
obj_18_fabric_hat,10,random,0.6,0.1279102081816881
obj_18_fabric_hat,10,random,0.8,0.10919161200984276
obj_18_fabric_hat,10,random_0,0.1,0.0825124610210555
obj_18_fabric_hat,10,random_0,0.2,0.08604056212061935
obj_18_fabric_hat,10,random_0,0.4,0.12060549988637927
obj_18_fabric_hat,10,random_0,0.6,0.14725930734851922
obj_18_fabric_hat,10,random_0,0.8,0.1225012622792715
obj_18_fabric_hat,10,random_1,0.1,0.08012887309012807
obj_18_fabric_hat,10,random_1,0.2,0.09050865490129355
obj_18_fabric_hat,10,random_1,0.4,0.09385799017090692
obj_18_fabric_hat,10,random_1,0.6,0.09362296466048008
obj_18_fabric_hat,10,random_1,0.8,0.057175055307345096
obj_18_fabric_hat,10,random_2,0.1,0.0710002208334058
obj_18_fabric_hat,10,random_2,0.2,0.06859252654370779
obj_18_fabric_hat,10,random_2,0.4,0.08958097649140769
